Userid,Marital status,Application mode,Application order,Course,Morning shift participation,Previous qualification,Previous qualification score,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Entry score,Displaced,Special needs,Debtor,Regularized Fees,Gender_Male,External Funding,Age at enrollment,International,N units credited 1st period,N units taken 1st period,N scored units 1st period,N units approved 1st period,Average grade 1st period,N unscored units 1st period,N units credited 2nd period,N units taken 2nd period,N scored units 2nd period,N units approved 2nd period,Average grade 2nd period,N unscored units 2nd period,Success,Social Popularity,Registered,Observations
2094,single,1.0,1.0,Nursing,1.0,12th grade,151.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,138.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,15.2,0.0,0.0,7.0,7.0,6.0,15.2,0.0,Succeeded,98,Yes,
1645,single,2.0,4.0,Tourism,1.0,12th grade,124.0,Portuguese,Bachelor degree,Bachelor degree,Superior-level Professional,Superior-level Professional,126.1,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,5.0,5.0,11.4,0.0,,6.0,11.0,1.0,11.0,0.0,Gave up,51,Yes,
777,single,0.0,1.0,Veterinary Nursing,1.0,12th grade,162.0,Portuguese,Bachelor degree,12th grade,Administrative Staff,Administrative Staff,162.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,15.0,0.0,0.0,6.0,8.0,6.0,15.625,0.0,Succeeded,26,Yes,
3075,married,0.0,1.0,Management,1.0,Bachelor degree,120.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,120.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,12.0,15.0,17.0,12.0,11.75,0.0,9.0,14.0,16.0,9.0,12.22222222222222,0.0,Gave up,24,Yes,
4337,single,1.0,2.0,Journalism and Communication,1.0,12th grade,129.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,117.1,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,12.0,1.0,17.0,0.0,0.0,6.0,12.0,1.0,17.0,0.0,Holding on,94,Yes,
139,single,1.0,2.0,Nursing,1.0,12th grade,117.0,Portuguese,9th grade,12th grade,Administrative Staff,Engineer,112.1,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,9.0,5.0,13.188,0.0,0.0,8.0,9.0,7.0,12.892857142857142,0.0,Holding on,66,Yes,
3437,single,1.0,1.0,Journalism and Communication,1.0,12th grade,160.0,Portuguese,12th grade,6th grade,Administrative Staff,Engineer,146.5,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,13.428571428571429,0.0,0.0,6.0,10.0,6.0,13.5,0.0,Succeeded,81,Yes,
1444,single,2.0,1.0,Agronomy,1.0,12th grade,170.0,Portuguese,12th grade,Master degree,Unskilled Worker,Private Security,144.1,1.0,0.0,1.0,0.0,1.0,0.0,26.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,Gave up,28,Yes,
3959,single,2.0,4.0,Nursing,1.0,12th grade,133.0,Portuguese,9th grade,9th grade,Superior-level Professional,Armed Forces,131.1,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,7.0,7.0,7.0,13.971428571428572,0.0,0.0,8.0,8.0,8.0,15.75,0.0,Succeeded,90,Yes,
1330,single,1.0,1.0,Veterinary Nursing,1.0,12th grade,120.0,Portuguese,Master degree,12th grade,Scientist,Unskilled Worker,113.4,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,14.0,4.0,11.5,0.0,0.0,6.0,17.0,3.0,13.75,0.0,Holding on,4,Yes,
431,single,1.0,3.0,Nursing,,12th grade,134.0,Portuguese,4th grade,6th grade,Unskilled Worker,Unskilled Worker,120.3,1.0,0.0,0.0,1.0,0.0,,18.0,0.0,0.0,8.0,8.0,7.0,12.082857142857142,0.0,0.0,,8.0,7.0,12.082857142857142,0.0,Succeeded,90,Yes,
1357,single,0.0,1.0,Journalism and Communication,1.0,12th grade,140.0,Portuguese,,4th grade,Student,Student,102.5,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,8.0,4.0,11.75,0.0,0.0,6.0,12.0,0.0,0.0,0.0,Gave up,27,Yes,
3615,single,0.0,1.0,Informatics Engineering,1.0,12th grade,133.1,Brazilian,Bachelor degree,Bachelor degree,Scientist,Scientist,100.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0,1.0,2.0,8.0,8.0,7.0,13.142857142857142,0.0,1.0,6.0,8.0,6.0,11.833333333333334,0.0,Holding on,6,Yes,
1141,single,1.0,6.0,Nursing,1.0,12th grade,130.0,Portuguese,6th grade,9th grade,Private Security,Engineer,125.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,11.0,7.0,13.37,0.0,0.0,8.0,13.0,7.0,12.833333333333334,0.0,Succeeded,65,Yes,
2130,single,1.0,1.0,Communication Design,1.0,12th grade,182.0,Portuguese,9th grade,12th grade,Private Security,Engineer,156.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,8.0,6.0,13.25,0.0,Succeeded,66,Yes,
3836,married,0.0,,Agronomy,1.0,12th grade,120.0,Portuguese,Bachelor degree,Bachelor degree,Politician/CEO,Administrative Staff,100.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,3.0,12.0,12.0,3.0,12.0,0.0,5.0,12.0,16.0,5.0,11.8,0.0,Gave up,49,Yes,
4065,single,2.0,1.0,Animation and Multimedia Design,1.0,12th grade,146.0,Portuguese,12th grade,6th grade,Unskilled Worker,Unskilled Worker,135.5,1.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,12.0,17.0,19.0,12.0,11.833333333333334,0.0,10.0,17.0,22.0,11.0,11.25,0.0,Holding on,3,Yes,
1887,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,160.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,160.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,4.0,9.0,18.0,6.0,11.833333333333334,0.0,1.0,8.0,21.0,4.0,11.0,0.0,Gave up,3,Yes,
12,single,1.0,1.0,Nursing,1.0,12th grade,136.0,Portuguese,9th grade,6th grade,Unskilled Worker,Unskilled Worker,119.3,1.0,0.0,,1.0,,1.0,18.0,0.0,0.0,8.0,8.0,7.0,13.214285714285714,0.0,0.0,8.0,8.0,7.0,13.214285714285714,0.0,Succeeded,89,Yes,
1407,single,3.0,2.0,Nursing,1.0,12th grade,129.0,Portuguese,6th grade,4th grade,Private Security,Private Security,119.0,1.0,,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,12.342857142857143,0.0,0.0,8.0,8.0,7.0,12.342857142857143,0.0,Succeeded,23,Yes,
3882,single,1.0,2.0,Tourism,1.0,12th grade,111.0,Portuguese,12th grade,9th grade,Private Security,Engineer,109.3,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,15.0,0.0,Succeeded,77,Yes,
3082,single,1.0,6.0,Nursing,1.0,12th grade,122.0,Portuguese,9th grade,4th grade,Superior-level Professional,Private Security,116.6,1.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,7.0,7.0,7.0,13.314285714285717,0.0,0.0,,8.0,8.0,12.575,0.0,Succeeded,25,Yes,
3714,single,0.0,1.0,Biofuel Production Technologies,1.0,12th grade,134.0,Portuguese,4th grade,4th grade,Politician/CEO,Politician/CEO,100.0,1.0,,0.0,1.0,1.0,0.0,32.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,Gave up,21,Yes,
2742,single,2.0,1.0,Social Service (evening attendance),0.0,12th grade,141.0,Portuguese,,,Student,Student,136.1,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,7.0,6.0,12.833333333333334,0.0,0.0,6.0,8.0,6.0,12.0,0.0,Succeeded,51,Yes,
600,single,2.0,1.0,Agronomy,1.0,12th grade,133.0,Portuguese,6th grade,4th grade,Unskilled Worker,Unskilled Worker,125.3,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,12.0,18.0,22.0,18.0,11.88888888888889,1.0,11.0,13.0,13.0,13.0,11.461538461538462,0.0,Succeeded,31,Yes,
3283,married,0.0,1.0,Management,1.0,Post-Graduation,130.0,Portuguese,9th grade,9th grade,Factory worker,Seller,132.4,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,6.0,11.0,20.0,9.0,12.22222222222222,0.0,3.0,9.0,16.0,9.0,11.6,0.0,Holding on,86,Yes,
4083,single,2.0,3.0,Tourism,1.0,12th grade,115.0,Portuguese,4th grade,9th grade,Private Security,Private Security,109.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,4.0,11.25,0.0,0.0,6.0,8.0,4.0,12.0,0.0,Holding on,40,Yes,
1217,single,2.0,4.0,Social Service,1.0,12th grade,124.0,Portuguese,9th grade,9th grade,Private Security,Assembly Worker,117.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,10.0,5.0,12.0,0.0,0.0,6.0,11.0,,12.0,0.0,Succeeded,43,Yes,
1963,single,1.0,1.0,Advertising and Marketing Management,1.0,12th grade,115.0,Portuguese,12th grade,12th grade,Private Security,Administrative Staff,108.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,9.0,5.0,13.0,0.0,0.0,6.0,6.0,5.0,13.8,0.0,Succeeded,1,Yes,
823,single,1.0,1.0,Veterinary Nursing,,12th grade,140.0,Spanish,12th grade,9th grade,Administrative Staff,Engineer,131.6,1.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,7.0,9.0,6.0,14.714285714285714,0.0,1.0,7.0,16.0,6.0,13.2,0.0,Holding on,73,Yes,
2663,single,1.0,1.0,Nursing,1.0,12th grade,133.1,Portuguese,12th grade,9th grade,Superior-level Professional,Private Security,115.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,7.0,11.0,4.0,12.6,0.0,0.0,7.0,7.0,4.0,11.575,0.0,Gave up,74,Yes,
2051,single,1.0,1.0,Social Service,1.0,12th grade,124.0,Portuguese,4th grade,6th grade,Unskilled Worker,Superior-level Professional,114.2,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,13.0,4.0,11.0,0.0,0.0,6.0,12.0,5.0,10.833333333333334,0.0,Succeeded,84,Yes,
111,single,1.0,1.0,Social Service,1.0,12th grade,142.0,Portuguese,4th grade,4th grade,Engineer,Engineer,136.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,13.857142857142858,0.0,0.0,6.0,6.0,6.0,15.0,0.0,Succeeded,94,Yes,
16,single,1.0,1.0,Journalism and Communication,1.0,12th grade,127.0,Portuguese,9th grade,4th grade,Unskilled Worker,Superior-level Professional,120.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,5.0,13.2,0.0,0.0,6.0,7.0,0.0,0.0,0.0,Gave up,66,Yes,
2837,married,0.0,1.0,Management (evening attendance),0.0,12th grade,110.0,Portuguese,,,Student,Student,114.6,1.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Gave up,39,Yes,
1411,single,0.0,1.0,Social Service (evening attendance),0.0,9th grade,133.1,Portuguese,4th grade,4th grade,Unskilled Worker,Private Security,135.5,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,Gave up,8,Yes,
1856,divorced,0.0,2.0,Advertising and Marketing Management,1.0,9th grade,133.1,Portuguese,9th grade,12th grade,Other,Other,103.0,0.0,0.0,0.0,,1.0,0.0,34.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,Gave up,40,Yes,
2612,single,2.0,2.0,Journalism and Communication,1.0,12th grade,121.0,Portuguese,12th grade,12th grade,Private Security,Private Security,123.1,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,12.0,4.0,14.75,0.0,0.0,6.0,7.0,4.0,12.25,0.0,Succeeded,71,Yes,
2902,married,0.0,1.0,Social Service (evening attendance),0.0,Bachelor degree,170.0,Portuguese,9th grade,9th grade,Administrative Staff,Administrative Staff,170.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Gave up,17,Yes,
663,single,2.0,4.0,Journalism and Communication,1.0,12th grade,127.0,Portuguese,12th grade,9th grade,Administrative Staff,Politician/CEO,115.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,12.571428571428571,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,Succeeded,17,Yes,
3865,single,0.0,1.0,Veterinary Nursing,1.0,12th grade,110.0,Portuguese,Bachelor degree,9th grade,Administrative Staff,Engineer,105.0,,0.0,1.0,0.0,1.0,0.0,34.0,0.0,,6.0,13.0,3.0,11.333333333333334,0.0,0.0,6.0,8.0,2.0,11.5,0.0,Gave up,78,Yes,
3511,single,2.0,6.0,Nursing,1.0,12th grade,140.0,Portuguese,12th grade,12th grade,Administrative Staff,Superior-level Professional,130.7,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,12.718571428571428,0.0,0.0,8.0,11.0,8.0,12.805555555555555,0.0,Gave up,15,Yes,
1762,single,2.0,1.0,Animation and Multimedia Design,1.0,12th grade,140.0,Brazilian,12th grade,12th grade,Private Security,Engineer,146.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gave up,6,Yes,
138,single,1.0,1.0,Journalism and Communication,1.0,12th grade,153.0,Portuguese,12th grade,12th grade,Office worker,Factory worker,157.9,0.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.833333333333334,0.0,0.0,,6.0,6.0,14.833333333333334,0.0,Succeeded,59,Yes,
1765,single,0.0,1.0,Management,1.0,Post-Graduation,140.0,Portuguese,12th grade,12th grade,Engineer,Engineer,142.2,0.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,6.0,,11.0,11.0,12.636363636363637,0.0,3.0,9.0,11.0,9.0,12.6,0.0,Succeeded,13,Yes,
2463,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,159.0,Portuguese,Bachelor degree,Bachelor degree,Scientist,Scientist,165.7,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gave up,68,Yes,
3996,married,0.0,1.0,Management (evening attendance),0.0,12th grade,133.1,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,126.5,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,5.0,5.0,2.0,10.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Gave up,59,Yes,
1282,single,1.0,3.0,Nursing,1.0,12th grade,133.1,Portuguese,6th grade,9th grade,Engineer,Unskilled Worker,115.5,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,13.024285714285714,0.0,0.0,8.0,8.0,7.0,13.024285714285714,0.0,Succeeded,33,Yes,
2696,single,0.0,1.0,Nursing,1.0,12th grade,120.0,Portuguese,12th grade,Bachelor degree,Other,Teacher,125.3,0.0,0.0,1.0,1.0,1.0,0.0,30.0,0.0,,7.0,12.0,4.0,14.4,0.0,0.0,7.0,9.0,6.0,13.5,0.0,Holding on,15,Yes,
2551,single,0.0,1.0,Social Service (evening attendance),0.0,12th grade,145.7,Cape Verdean,4th grade,4th grade,Unskilled Worker,Unskilled Worker,145.7,1.0,0.0,0.0,,0.0,0.0,25.0,1.0,8.0,16.0,16.0,15.0,13.333333333333334,0.0,11.0,13.0,13.0,11.0,12.272727272727272,0.0,Succeeded,22,Yes,
4265,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,150.0,Portuguese,4th grade,9th grade,Unskilled Worker,Unskilled Worker,150.0,0.0,,0.0,1.0,1.0,1.0,24.0,,0.0,6.0,9.0,6.0,13.555555555555555,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,Succeeded,98,Yes,
966,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,120.0,Portuguese,Master degree,12th grade,Scientist,Assembly Worker,120.0,0.0,0.0,0.0,,,0.0,21.0,0.0,0.0,6.0,9.0,5.0,13.4,0.0,,6.0,9.0,5.0,12.4,0.0,Succeeded,38,Yes,
774,single,1.0,2.0,Social Service,1.0,12th grade,129.0,Portuguese,6th grade,12th grade,Administrative Staff,Armed Forces,129.4,1.0,0.0,0.0,1.0,0.0,0.0,18.0,,0.0,6.0,7.0,6.0,12.333333333333334,0.0,0.0,6.0,7.0,6.0,12.166666666666666,0.0,Succeeded,29,Yes,
3059,single,1.0,4.0,Nursing,1.0,12th grade,133.0,Portuguese,6th grade,9th grade,Assembly Worker,Engineer,127.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,12.628571428571428,0.0,0.0,8.0,8.0,7.0,12.628571428571428,0.0,Succeeded,77,Yes,
1051,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,141.0,Portuguese,12th grade,6th grade,Administrative Staff,Assembly Worker,136.8,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Succeeded,17,Yes,
4024,single,0.0,1.0,Nursing,1.0,Bachelor degree,120.0,Portuguese,9th grade,Bachelor degree,Administrative Staff,Scientist,120.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,8.0,8.0,6.0,12.25,1.0,0.0,8.0,8.0,6.0,12.25,1.0,Gave up,35,Yes,
1685,single,2.0,3.0,Communication Design,1.0,12th grade,128.0,Portuguese,4th grade,4th grade,Private Security,Private Security,124.5,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,0.0,6.0,8.0,5.0,13.0,0.0,Succeeded,63,Yes,
2860,divorced,0.0,1.0,Social Service (evening attendance),0.0,11th grade,133.1,Portuguese,,,Student,Student,106.0,1.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,6.0,9.0,5.0,13.0,0.0,0.0,6.0,10.0,4.0,12.5,0.0,Holding on,42,Yes,
3300,single,1.0,5.0,Nursing,1.0,12th grade,141.0,Portuguese,6th grade,9th grade,Engineer,Engineer,132.5,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Gave up,41,Yes,
1941,single,1.0,2.0,Tourism,1.0,12th grade,136.0,Portuguese,12th grade,12th grade,Unskilled Worker,Administrative Staff,123.4,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,6.0,13.571428571428571,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,Succeeded,52,Yes,
808,single,1.0,1.0,Equinculture,,12th grade,143.0,Portuguese,Bachelor degree,Bachelor degree,Scientist,Armed Forces,141.3,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,6.0,10.0,6.0,14.0,0.0,0.0,6.0,11.0,4.0,13.0,0.0,Holding on,6,Yes,
572,single,1.0,,Management,1.0,12th grade,130.0,Portuguese,6th grade,4th grade,Unskilled Worker,Unskilled Worker,124.8,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,12.0,0.0,Gave up,78,Yes,
1339,single,0.0,1.0,Equinculture,1.0,12th grade,120.0,Portuguese,12th grade,9th grade,Unskilled Worker,Unskilled Worker,120.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,14.0,5.0,11.5,1.0,0.0,6.0,13.0,5.0,11.0,1.0,Gave up,30,Yes,
2755,single,0.0,1.0,Management (evening attendance),0.0,Bachelor degree,130.0,Portuguese,6th grade,6th grade,Unskilled Worker,Engineer,130.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,0.0,10.0,10.0,10.0,10.0,13.6,0.0,5.0,10.0,10.0,5.0,13.6,0.0,Gave up,73,Yes,
219,single,0.0,1.0,Social Service (evening attendance),0.0,12th grade,133.1,Portuguese,12th grade,9th grade,Private Security,Administrative Staff,102.5,0.0,0.0,0.0,1.0,0.0,1.0,27.0,0.0,0.0,6.0,16.0,1.0,10.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,Gave up,77,Yes,
3460,divorced,0.0,4.0,Management (evening attendance),0.0,11th grade,133.1,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,153.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Gave up,76,Yes,
1272,single,0.0,1.0,Management,1.0,12th grade,131.0,Portuguese,9th grade,6th grade,Unskilled Worker,Unskilled Worker,129.7,,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,5.0,5.0,12.6,0.0,0.0,5.0,6.0,4.0,12.4,0.0,Succeeded,96,Yes,
837,single,2.0,3.0,Informatics Engineering,1.0,12th grade,138.0,Portuguese,Bachelor degree,Bachelor degree,Superior-level Professional,Administrative Staff,125.4,1.0,1.0,,1.0,1.0,0.0,19.0,0.0,0.0,5.0,10.0,3.0,13.333333333333334,0.0,0.0,5.0,9.0,4.0,10.75,0.0,Gave up,95,Yes,
263,single,0.0,1.0,Informatics Engineering,1.0,12th grade,130.0,Portuguese,4th grade,6th grade,Unskilled Worker,Unskilled Worker,120.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,8.0,12.0,17.0,8.0,11.75,0.0,6.0,12.0,19.0,,12.166666666666666,2.0,Gave up,62,Yes,
2207,single,1.0,5.0,Management,1.0,12th grade,132.0,Portuguese,12th grade - Technological specialization course,12th grade - Technological specialization course,Superior-level Professional,Superior-level Professional,127.8,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Gave up,7,Yes,
1449,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,140.0,Portuguese,4th grade,4th grade,Unskilled Worker,Administrative Staff,140.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,12.0,3.0,11.5,0.0,0.0,,12.0,3.0,13.666666666666666,0.0,Gave up,6,Yes,
1232,single,1.0,1.0,Social Service,1.0,12th grade,122.0,Portuguese,12th grade,9th grade,Administrative Staff,Administrative Staff,127.3,1.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,6.0,11.666666666666666,0.0,Succeeded,94,Yes,
729,single,1.0,2.0,Animation and Multimedia Design,1.0,12th grade,131.0,Brazilian,9th grade,12th grade,Administrative Staff,Engineer,131.4,1.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Succeeded,8,Yes,
463,single,2.0,1.0,Social Service,1.0,12th grade,144.0,Portuguese,Bachelor degree,12th grade,Scientist,Superior-level Professional,126.9,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,5.0,10.6,0.0,0.0,6.0,11.0,4.0,10.5,0.0,Succeeded,43,Yes,
2091,single,1.0,,Nursing,1.0,12th grade,142.0,Portuguese,6th grade,4th grade,Private Security,Engineer,128.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,14.233333333333334,0.0,0.0,7.0,7.0,6.0,14.233333333333334,0.0,Succeeded,91,Yes,
1265,single,3.0,2.0,Nursing,1.0,12th grade,135.0,Portuguese,6th grade,4th grade,Unskilled Worker,Private Security,125.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,11.785714285714286,0.0,0.0,8.0,8.0,7.0,11.785714285714286,0.0,Succeeded,60,Yes,
3089,facto union,0.0,1.0,Nursing,1.0,Bachelor degree,140.0,Portuguese,4th grade,6th grade,Unskilled Worker,Unskilled Worker,160.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,8.0,8.0,7.0,15.94285714285714,0.0,0.0,8.0,8.0,7.0,15.94285714285714,0.0,Succeeded,99,Yes,
1880,single,2.0,1.0,Nursing,1.0,12th grade,157.0,Portuguese,9th grade,Bachelor degree,Administrative Staff,Unskilled Worker,138.8,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,13.55714285714286,0.0,0.0,8.0,8.0,7.0,13.55714285714286,0.0,Succeeded,12,Yes,
3892,single,1.0,4.0,Advertising and Marketing Management,1.0,12th grade,130.0,Portuguese,12th grade,12th grade,Unskilled Worker,Unskilled Worker,124.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,0.0,6.0,7.0,6.0,13.428571428571429,0.0,Holding on,23,Yes,
2074,single,1.0,3.0,Veterinary Nursing,1.0,12th grade,130.0,Portuguese,12th grade,9th grade,Unskilled Worker,Unskilled Worker,121.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,6.0,5.0,14.6,0.0,0.0,5.0,5.0,5.0,13.8,0.0,Succeeded,28,Yes,
592,single,1.0,1.0,Nursing,1.0,12th grade,133.0,Portuguese,Bachelor degree,9th grade,Scientist,Assembly Worker,126.7,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,12.0,,12.45,0.0,0.0,7.0,11.0,5.0,11.7,0.0,Holding on,1,Yes,
1726,married,0.0,1.0,Management (evening attendance),0.0,12th grade,110.0,Portuguese,4th grade,4th grade,Private Security,Politician/CEO,120.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,5.0,11.0,3.0,11.333333333333334,0.0,0.0,5.0,9.0,4.0,12.0,0.0,Gave up,10,Yes,
1022,single,0.0,1.0,Management,1.0,12th grade - Technological specialization course,117.4,Portuguese,9th grade,12th grade,Administrative Staff,Unskilled Worker,117.4,1.0,0.0,0.0,1.0,0.0,,21.0,0.0,4.0,7.0,10.0,6.0,11.333333333333334,0.0,1.0,5.0,6.0,5.0,11.2,0.0,Succeeded,27,Yes,
3140,single,1.0,1.0,Basic Education,1.0,12th grade,129.0,Portuguese,9th grade,6th grade,Scientist,Engineer,126.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,12.2,0.0,0.0,6.0,10.0,4.0,11.5,0.0,Holding on,17,Yes,
